decision_date,feature_end,date,label_start,n_names,n_sleeves,include_thin,n_thin,strategy_id,ticker,weight,thin_lt5y,configuration_id
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,GLD,0.009800093197953712,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IAU,0.00997114592263727,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VGK,0.0035795866914941693,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,EFV,0.0037844352405779842,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,PID,0.003300099850082452,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SPYM,0.004049548805960052,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,USO,0.002305229711651913,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SLV,0.0031896571805483643,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,DXJ,0.006098505936624148,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,GSG,0.003565674004484767,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SHV,0.04190492474524955,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IEI,0.04406875570461427,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VEU,0.00392443272667415,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,BND,0.021895932723968954,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,BSV,0.03560468760104971,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,BIL,0.04146330259561681,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VEA,0.003823573223273659,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,MUB,0.02060344285278928,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,NYF,0.021031566283873572,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,JNK,0.007546980550952066,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SCZ,0.003502413105350456,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,ACWI,0.003976707473486055,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,ACWX,0.003973497700422495,False,0
